Company,Ticker,Date,Open,High,Low,Close,Volume,Market Cap,PE Ratio,Beta,EPS,Forward PE,Revenue,Gross Profit,Operating Income,Net Income,Debt to Equity,Return on Equity (ROE),Current Ratio,Dividends Paid,Dividend Yield,Quarterly Revenue Growth,Analyst Recommendation,Target Price,Free Cash Flow,Operating Margin,Profit Margin,Cash Ratio,Quick Ratio,Price to Book Ratio,Enterprise Value,Total Debt,Total Assets,Total Equity,Beta (5Y),Annual Dividend Rate,Trailing Twelve Months (TTM) Revenue,Trailing Twelve Months (TTM) EBITDA,Trailing Twelve Months (TTM) Earnings
Nvidia,NVDA,2020-01-22,6.2173615862913,6.312702949940994,6.1984425915801635,6.22607421875,239240000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-23,6.266151426985994,6.302993271921068,6.177282120617684,6.294529438018799,244516000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-24,6.410035504074438,6.459822377522355,6.181016740859083,6.235284328460693,373512000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-27,5.930590343164963,6.030412899352209,5.780981382039902,5.979381561279297,470536000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-28,6.04534827455803,6.205163585072058,5.9920763461190765,6.172802448272705,310976000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-29,6.158363432212784,6.194458888988712,6.072481105759523,6.112310886383057,258848000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-30,6.0144798564624296,6.132474522783302,5.959465881327927,6.11903190612793,290504000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-01-31,6.0732276014165905,6.085176487397155,5.843711276184004,5.885531902313232,370420000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-03,5.867360888297709,6.0020339655297725,5.861137647487947,5.982617378234863,255564000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-04,6.124507929724017,6.171058538803068,6.074472268619914,6.151890277862549,271544000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-05,6.272873823740814,6.283080186296555,6.158862258689889,6.242255210876465,208220000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-06,6.276607492554821,6.329132080078125,6.19545514360425,6.329132080078125,218284000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-07,6.28905350473973,6.311208752427656,6.237524107776993,6.26291561126709,189752000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-10,6.285568221166267,6.546948095887716,6.280589439315649,6.546201705932617,529608000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-11,6.654487370839691,6.783434777596909,6.592502820899374,6.668676376342773,638556000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-12,6.721450291927362,6.790903015050795,6.682616649102157,6.784430503845215,374644000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-13,6.726430650458893,6.807831804085127,6.6990478193443925,6.740619659423828,528016000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-14,7.150861219880521,7.342788859581885,7.1194957464110455,7.213841438293457,1041924000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-18,7.110533174708703,7.401038871198781,7.091116590521098,7.382617473602295,620164000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-19,7.505093482457831,7.8516088414469225,7.505093482457831,7.833934307098389,694332000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-20,7.785890399721732,7.874261646645899,7.377141689610496,7.684574604034424,810052000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-21,7.572305365329303,7.597447597328472,7.235498310480774,7.320384502410889,768180000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-24,6.725931253197748,7.016685754399447,6.67141487324795,6.802851676940918,856916000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-25,6.878030602828271,6.940015164910747,6.421486774021762,6.523300647735596,1055496000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-26,6.523551114958629,6.856873244637631,6.522057859622128,6.662704944610596,747732000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-27,6.349107430692061,6.650497244630858,6.19940901819961,6.291818618774414,906416000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-02-28,6.039248873472781,6.786495693722669,6.02256050177954,6.726964950561523,1133252000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-02,6.897089264400628,6.914276004520693,6.501048355361241,6.885382175445557,890744000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-03,6.941176614126376,7.000956309250315,6.537414132705746,6.622849464416504,652792000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-04,6.730204563879715,7.096106466640253,6.655479581012749,7.086641311645508,597408000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-05,6.887126562553988,7.054011748305122,6.762585393339315,6.80717134475708,540328000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-06,6.627582217439397,6.685120456699991,6.426323565403089,6.626585960388184,515412000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-09,5.975484465987302,6.461195152889279,5.932642563987071,6.113476276397705,614160000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-10,6.389957305900693,6.503040790557861,6.127175872348924,6.503040790557861,580648000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-11,6.363057573381899,6.39145304099878,6.041990535556911,6.139132499694824,499964000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-12,5.6158094578778455,5.881331187763637,5.375196053186379,5.387899398803711,816540000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-13,5.741347288359107,6.003381900510445,5.470096942020882,5.998898506164551,634836000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-16,5.290757088128604,5.63175111220886,4.832196659848322,4.891976356506348,726972000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-17,5.004312317866577,5.501231708194184,4.757471955983776,5.411810874938965,833632000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-18,4.984137280788348,5.229234097462733,4.500419555917958,5.051887512207031,874268000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-19,5.030466044188625,5.3983609069742196,4.817002895403094,5.30470609664917,765512000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-20,5.454902655235575,5.736863830889269,5.109425697692478,5.124868869781494,804636000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-23,5.123871498275957,5.392133512073568,4.944781368645172,5.297730922698975,643876000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-24,5.70398505471387,6.293314107330515,5.680322405254976,6.2066330909729,1101644000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-25,6.321708049869846,6.521472049595183,6.069138633451947,6.117959022521973,793432000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-26,6.325195367925752,6.531435756080723,6.227057171149388,6.407392978668213,696108000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-27,6.227057648597609,6.55385370240851,6.1941787918144025,6.29505729675293,638828000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-30,6.3605651139221555,6.6245926805334685,6.316477537666162,6.6153764724731445,602252000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-03-31,6.655479033659384,6.859726923295402,6.420096330914564,6.565809726715088,949960000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-01,6.367787723593319,6.514247920157814,6.009856469276369,6.054441928863525,656912000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-02,6.083584967858701,6.3765058491670015,6.03551236989719,6.363304615020752,675764000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-03,6.325693996679395,6.367290694702099,5.937873057587825,6.075366497039795,663212000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-06,6.357576256090151,6.722232894552762,6.300038024268132,6.685368537902832,727884000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-07,6.907051954689967,6.930715076867665,6.408887362644472,6.45197868347168,784520000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-08,6.561077251171953,6.674160741564589,6.4910850854844675,6.649252414703369,542444000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-09,6.775038360581628,6.797953695221328,6.486600838118989,6.549618721008301,525564000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-13,6.489839474046614,6.730203934202917,6.401415370592808,6.7214860916137695,398408000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-14,6.849763148211364,7.106815975372771,6.822114998119444,7.072691917419434,530948000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-15,6.90456223969335,7.078172754736593,6.859229451804523,6.995228290557861,366148000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-16,7.150655027784946,7.447561001787736,7.137453790728576,7.340455532073975,745620000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-17,7.42265265770683,7.4440738466150815,7.147167873331114,7.281174182891846,539120000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
Nvidia,NVDA,2020-04-20,7.154639449322397,7.3105648155660194,7.105570116064811,7.149906635284424,449388000,2944836042752,41.05102,1.765,2.94,29.293692,,97858002944,,72879996928,12.946,1.1917701,4.44,0.01,0.03,0.779,strong_buy,171.01328,44169748480,0.61107,0.55848,,3.672,37.238506,2929463918592,10270000128,,,1.765,0.04,,,
